,RANK,SCHOOL,Link,TOWN,TYPE,A_LEVEL,A_LEVEL_1,A_LEVEL_2,A_LEVEL_3,GCSE,GCSE_1,Type,desc,address,address_revised,long,lat,gender_age,Annual fees,Annual fee average,Inspection rating,Gender,students_n,website,fee,boarding_fee,boys,girls,6_form,mixed,day_fee,annual_fee,day,boarding
312,312,Sir Henry Floyd Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83850/table/34/sir-henry-floyd-grammar-school,Aylesbury,Selective (100%),11.9,39.7,72.5,90=,66.9,64,State,"Sir Henry Floyd Grammar School (SHFGS) is an 11–18 mixed, grammar school and sixth form with academy status in Aylesbury, Buckinghamshire, England.","Oxford Rd, Aylesbury HP21 8PE","Oxford Road, Aylesbury, Buckinghamshire, HP21 8PE",51.81260485,-0.822749176,Mixed (11 to 18). Mixed sixth form,,,,,"1,308",https://www.sirhenryfloyd.co.uk,,,0,0,1,1,0,0,1,
313,313,Antrim Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83762/table/34/antrim-grammar-school,Antrim,Selective (100%),9.8,39.7,72,99,50.2,139,State,"Antrim Grammar School, Antrim, Antrim, United Kingdom. 3375 likes · 34 talking about this · 4 were here. This page is to celebrate AGS and our pupils'...","10 Steeple Rd, Antrim BT41 1AF","10 Steeple Road, Antrim, Co Antrim, BT41 1AF",54.72441675,-6.214125936,Mixed (11 to 18). Mixed sixth form,,,,,760,www.antrimgrammar.org,,,0,0,1,1,0,0,1,
314,314,Ampleforth College,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82340/table/33/ampleforth-college,York,,11.3,39.7,68.7,215=,58,199=,Private,"Established in 1802, co-educational Ampleforth College is one of the world's foremost Catholic boarding schools. Located in 2000 acres of North Yorkshire ...","Ampleforth College, York YO62 4ER","York, YO62 4ER",54.20180298,-1.083215099,Mixed (3 to 18). Mixed sixth form,,,,,609 (11-18),https://www.ampleforthcollege.org.uk,"Day K &pound 5,850 - K &pound 8,790 (11-18) includes lunch","Boarding K &pound 9,010 - K &pound 12,635 (11-18)",0,0,1,1,8790,26370,1,1
315,315,King's Ely,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82345/table/33/kings-ely,Ely,,15.9,39.5,66.6,237=,50.4,241=,Private,"King's Ely. @Kings_Ely. We are a leading co-educational independent school for pupils aged 2-18. Our location is Ely, Cambs, and we have been educating ...","The Old Palace, Ely CB7 4EW","Ely, Cambridgeshire, CB7 4EW",52.410991,0.282658856,Mixed (2 to 18). Mixed sixth form,,,,,486 (13-18),www.kingsely.org,"Day K &pound 7,888 (13-18) includes lunch","Boarding K &pound 11,415 (13-18)",0,0,1,1,7888,23664,1,1
316,316,Mill Hill School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82623/table/33/mill-hill-school,Mill Hill,,13.8,39.4,68.7,215=,58.7,189,Private,"Mill Hill School is a 13–18 mixed independent, day and boarding school in Mill Hill, London, England that was established in 1807.","The Ridgeway, Mill Hill, London, , England","The Ridgeway, Mill Hill, Mill Hill, NW7 1QS",51.6173904,-0.232636388,Mixed (3 to 18). Mixed sixth form,,,,,876 (13-18),www.millhill.org.uk,"Day K &pound 7,610 (13-18) includes lunch","Boarding K &pound 10,380 - K &pound 12,300 (13-18)",0,0,1,1,7610,22830,1,1
317,317,Croydon High School GDST,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82547/table/33/croydon-high-school-gdst,South Croydon,,10.7,39.4,64.6,257,74.7,85=,Private,"Croydon High School is an independent day school for girls located near Croydon, London, England. It is one of the original schools founded by the Girls' ...","Old Farleigh Rd, Selsdon, Croydon CR2 8YB","Old Farleigh Road, Selsdon, South Croydon, Surrey, CR2 8YB",51.3411,0.0615,Girls (3 to 18),,,,,704 (3-18),www.croydonhigh.gdst.net,"Day K &pound 5,557 - K &pound 5,763 (11-18)",,0,1,0,0,5763,17289,1,
318,318,Omagh Academy,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/86985/table/34/omagh-academy,Omagh,Selective (100%),8.5,39.1,67.2,140,51.9,133,State,"Omagh Academy, Omagh. 3027 likes · 207 talking about this. The official Facebook page for Omagh Academy. Keep up to date with our events. Check out...","21 Dublin Rd, Omagh BT78 1HF","21-23 Dublin Road, Omagh, BT78 1HF",54.59788275,-7.298603731,Mixed (11 to 18). Mixed sixth form,,,,,670,www.omaghacademy.com,,,0,0,1,1,0,0,1,
319,319,RGS Worcester,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82613/table/33/rgs-worcester,Worcester,,13.3,38.9,73.1,175,57.6,203=,Private,"The Royal Grammar School Worcester is an eleven-eighteen mixed, independent day school and sixth form in Worcester, Worcestershire, England.","Upper Tything, Worcester WR1 1HP","Upper Tything, Worcester, WR1 1HP",52.20022695,-2.22377208,Mixed (2 to 18). Mixed sixth form,,,,,890 (2-18),www.rgsw.org.uk,"Day K &pound 4,726 (11-18)",,0,0,1,1,4726,14178,1,
320,320,Royal School Dungannon,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83774/table/34/royal-school-dungannon,Dungannon,Selective (100%),-,38.9,67.8,127=,43.9,164,State,"Royal School Dungannon. 1862 likes · 139 talking about this. RSD is a Voluntary Grammar school for Day & Boarding Pupils in County Tyrone, Northern...",Dungannon BT71 6BL,"2 Ranfurly Road, Dungannon, Co Tyrone, BT71 6EG",54.5023372,-6.761643695,Mixed (11 to 18). Mixed sixth form,,,,,650,www.royaldungannon.com,,,0,0,1,1,0,0,1,
321,321,Queenswood,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82304/table/33/queenswood,Hatfield,,9.8,38.9,63.7,262,58.2,197,Private,"Queenswood School is a girls-only independent school located near Hatfield, Hertfordshire, twenty miles from London. It offers admission at ages 11, 13 or 16 ( ...","Shepherds Way, Brookmans Park, Hatfield AL9 6NS","Shepherd's Way, Brookmans Park, Hatfield, Hertfordshire, AL9 6NS",51.715842,-0.168178927,Girls (11 to 18),"GBP 21,990–25,350","GBP 24,500",Excellent,All girls,448 (11-18),www.queenswood.org,"Day K &pound 7,330 - K &pound 8,540 (11-18) includes lunch","Boarding K &pound 7,550 - K &pound 12,020 (11-18)",0,1,0,0,8540,25620,1,1
322,322,Alderley Edge School for Girls,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82307/table/33/alderley-edge-school-for-girls,Alderley Edge,,14.8,38.8,70.9,193,43,288=,Private,"Alderley Edge School for Girls is an independent day school for girls in Alderley Edge, Cheshire, England. Alderley Edge School for Girls.","Wilmslow Rd, Alderley Edge SK9 7QE","Wilmslow Road, Alderley Edge, Cheshire, SK9 7QE",53.3051264,-2.239544651,Girls (2 to 18),,,,,441 (2-18),www.aesg.co.uk,"Day K &pound 4,680 (11-18) includes lunch",,0,1,0,0,4680,14040,1,
323,323,Silverdale School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83871/table/34/silverdale-school,Sheffield,Comprehensive,11.7,38.8,68.5,122,35.2,233=,State,"Silverdale School is a coeducational secondary school and sixth form with academy status, in Sheffield, South Yorkshire, England. It is the founding school ...","Bents Crescent, Sheffield, South Yorkshire, England","Bents Crescent, Sheffield, South Yorkshire, S11 9QH",53.35131665,-1.529603274,Mixed (11 to 18). Mixed sixth form,,,,,"1,456",https://www.silverdale-chorustrust.org,,,0,0,1,1,0,0,1,
324,324,Westcliff High School for Girls,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83709/table/34/westcliff-high-school-for-girls,Westcliff-on-Sea,Selective (100%),10.4,38.7,75.7,60,72.1,39=,State,"Westcliff High School for Girls is a selective grammar school and academy for girls in Southend-on-Sea, Essex and surrounding areas.","Kenilworth Gardens, Leigh-on-Sea, Southend-on-Sea, Westcliff-on-Sea SS0 0BS","Kenilworth Gardens, Westcliff-on-Sea, Essex, SS0 0BS",51.5523958,0.667692294,Girls (11 to 18). Mixed sixth form,,,,,"1,302",www.whsg.info,,,0,1,1,0,0,0,1,
325,325,Southend High School for Girls,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83769/table/34/southend-high-school-for-girls,Southend-on-Sea,Selective (100%),11.3,38.6,72.5,90=,69.6,51,State,"Southend High School for Girls is a grammar school with academy status situated on Southchurch Boulevard in the east of Southend-on-Sea, Essex, England.","Southchurch Blvd, Southend-on-Sea SS2 4UZ","Southchurch Boulevard, Southend-on-Sea, Essex, SS2 4UZ",51.54028045,0.745497884,Girls (11 to 18). Mixed sixth form,,,,,"1,182",http://www.shsg.org,,,0,1,1,0,0,0,1,
326,326,"Queen Mary's Grammar School, Walsall",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83733/table/34/queen-marys-grammar-school-walsall,Walsall,Selective (100%),11.9,38.6,68.1,124,72.1,39=,State,Queen Mary's High School Upper Forster Street Walsall WS4 2AE. telephone: 01922 721013 email: qmarys@qmhs.org.uk. To contact our finance department:,"Sutton Rd, Walsall WS1 2PG","Sutton Road, Walsall, West Midlands, WS1 2PG",52.5770104,-1.965016906,Boys (11 to 18). Mixed sixth form,,,,,"1,213",https://qmgs.walsall.sch.uk,,,1,0,1,0,0,0,1,
327,327,"The Royal School, Haslemere",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/87473/table/33/the-royal-school-haslemere,Haslemere,,-,38.6,66.7,235=,39.4,306=,Private,The Royal School Haslemere is an independent day and boarding school. It was established in 1995. The school is on two sites in Haslemere and Hindhead in ...,"The Royal School, Farnham Ln, Haslemere GU27 1HQ",", Farnham Lane, Haslemere, Surrey, GU27 1HQ",51.10364825,-0.724457997,Mixed (0 to 18). Mixed sixth form,,,,,442 (0-18),https://www.royal-school.org,"Day K &pound 6,169 (11-18) includes lunch","Boarding K &pound 10,519 (11-18)",0,0,1,1,6169,18507,1,1
328,328,Stafford Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82401/table/33/stafford-grammar-school,Stafford,,12.5,38.5,70.1,201=,52.6,230=,Private,Stafford Grammar School offers an exceptional independent education for pupils aged 4-18. Book an individual tour with the Headmaster today!,"Burton Manor Rd, Stafford ST18 9AT","Burton Manor Road, Stafford, ST18 9AT",52.7833115,-2.130742081,Mixed (4 to 18). Mixed sixth form,,,,,414 (4-18),www.staffordgrammar.co.uk,"Day K &pound 4,488 (11-18)",,0,0,1,1,4488,13464,1,
329,329,St John the Baptist School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83892/table/34/st-john-the-baptist-school,Woking,Comprehensive,10.2,38.4,74.1,70,46.2,152,State,"Welcome to St John the Baptist. We are a primary school with a nursery, graded Outstanding by OFSTED and the National Society on behalf of the Church of ...","Elmbridge Lane, Woking, Surrey, England","Elmbridge Lane, Woking, Surrey, GU22 9AL",51.3082464,-0.5519749,Mixed (11 to 18). Mixed sixth form,,,,,"1,425",www.sjb.surrey.sch.uk,,,0,0,1,1,0,0,1,
330,330,Clifton High School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82469/table/33/clifton-high-school,Bristol,,14.7,38.3,69.1,211=,36.4,319,Private,"Clifton High School is a co-educational independent school in Clifton, Bristol, England. The school is the only one in the region to operate the Diamond ...","College Rd, Clifton, Bristol BS8 3JD","College Road, Clifton, Bristol, BS8 3JD",51.45859005,-2.619591078,"Mixed, taught separately 11-13 (3 to 18). Mixed sixth form",,,,,627 (3-18),www.cliftonhigh.bristol.sch.uk,"Day K &pound 5,180 - K &pound 5,285 (11-18)",,0,0,1,0,5285,15855,1,
331,331,Sale Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83818/table/34/sale-grammar-school,Sale,Selective (100%),10.9,38.3,68.8,120,62.5,80,State,"Sale Grammar School is a grammar school located in Sale to the south of Manchester, England. The school became an Academy Trust Grammar School in 2011.","Marsland Rd, Sale M33 3NH","Marsland Road, Sale, Cheshire, M33 3NH",53.41982825,-2.313946992,Mixed (11 to 18). Mixed sixth form,,,,,"1,306",www.salegrammar.co.uk,,,0,0,1,1,0,0,1,
332,332,Edgbaston High School for Girls,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82316/table/33/edgbaston-high-school-for-girls,Birmingham,,10.9,38.1,68,225=,62.1,169,Private,"Edgbaston High is an ambitious and thriving school with a focus on providing a broad, modern, enriching and inspiring education to ensure that EHS girls ...","Westbourne Rd, Birmingham B15 3TS","Westbourne Road, Edgbaston, Birmingham, West Midlands, B15 3TS",52.4654386,-1.927379619,Girls (2 to 18),,,,,865 (2-18),www.edgbastonhigh.co.uk,"Day K &pound 4,621 - K &pound 4,695 (11-18)",,0,1,0,0,4695,14085,1,
333,333,The Cotswold School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83992/table/34/the-cotswold-school,Cheltenham,Comprehensive,15.9,38.1,65.7,149=,34.5,237,State,"The Cotswold School is an 4 to 11 academy school located in Bourton-on-the-Water, Gloucestershire, Great Britain. The school achieved academy status in ...","The Avenue, Bourton-on-the-Water, Cheltenham GL54 2BE","The Avenue, Cheltenham, Gloucestershire, GL54 2BD",51.88906914,-1.757376349,Mixed (11 to 18). Mixed sixth form,,,,,"1,398",www.cotswold.gloucs.sch.uk,,,0,0,1,1,0,0,1,
334,334,Ilford County High School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83748/table/34/ilford-county-high-school,Ilford,Selective (100%),14.5,38,62.1,189=,66.1,68=,State,Ilford County High School (often abbreviated to ICHS) is a selective secondary grammar school for boys located in the town of Barkingside of the London ...,"Fremantle Rd, Ilford IG6 2JB","Fremantle Road, Barkingside, Ilford, Essex, IG6 2JB",51.59154265,0.077004967,Boys (11 to 18),,,,,"1,110",www.ichs.org.uk,,,1,0,0,0,0,0,1,
335,335,"Queen Elizabeth High School, Hexham",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/87491/table/34/queen-elizabeth-high-school-hexham,Hexham,Comprehensive,13.2,37.9,69.5,112=,35.6,229=,State,"This is the official Twitter page for Queen Elizabeth High School, Hexham. ... We currently have the below vacancies at QEHS: ▪️ Science Technician ...","Whetstone Bridge Rd, Hexham NE46 3JB","Whetstone Bridge Road, Hexham, Northumberland, NE46 3JB",54.9701768,-2.120447582,Mixed (13 to 18). Mixed sixth form,,,,,"1,315",https://www.qehs.net,,,0,0,1,1,0,0,1,
336,336,King Edward VI Handsworth School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83701/table/34/king-edward-vi-handsworth-school,Birmingham,Selective (100%),8.8,37.7,67.7,131=,70.6,46=,State,"The school opened in Handsworth on the 14th September 1911 formed by the merger of three schools: Aston, Summer Hill and Bath Row. Today the school operates ...","21 Rose Hill Road, Birmingham, West Midlands, England","Rose Hill Road, Handsworth, Birmingham, B21 9AR",52.50293575,-1.922068127,Girls (11 to 18),,,,,"1,176",www.kingedwardvi.bham.sch.uk,,,0,1,0,0,0,0,1,
337,337,MPW Cambridge,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/88739/table/33/mpw-cambridge,Cambridge,,-,37.7,66,241=,27.7,339,Private,"Founded in London in 1973 by three Cambridge University graduates, the MPW Group is one of the best known and well respected independent college brands in ...","M P W Cambridge, 3-4 Brookside, Cambridge CB2 1JE","3-4 Brookside, Cambridge, CB2 1JE",52.195495,0.123033,Mixed (14 to 19). Mixed sixth form,,,,,216 (14-19),www.mpw.ac.uk,"Day K &pound 7,740 - K &pound 8,330 (14-19)",,0,0,1,1,8330,24990,1,
338,338,"The King's (The Cathedral) School, Peterborough",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83848/table/34/the-kings-the-cathedral-school-peterborough,Peterborough,Partially selective (10%),10,37.6,67.7,131=,45.7,155,State,"Founded by King Henry VIII, The King's (The Cathedral) School is a state-funded Church of England school located in Peterborough, England.","Park Rd, Peterborough PE1 2UE","Park Road, Peterborough, Cambridgeshire, PE1 2UE",52.58191855,-0.239430383,Mixed (11 to 18). Mixed sixth form,,,,,"1,227",www.kings.peterborough.sch.uk,,,0,0,1,1,0,0,1,
339,339,Lady Margaret School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83736/table/34/lady-margaret-school,London,Comprehensive,11.8,37.6,67.3,139,52.2,131,State,"Lady Margaret School an all-girls' Church of England secondary school in Parsons Green, Fulham, London. It was awarded specialist school status as a ...","9-15 Parsons Grn, London SW6 4UN","Parsons Green, London, SW6 4UN",51.4742809,-0.199094996,Girls (11 to 18),,,,,773,www.ladymargaret.lbhf.sch.uk,,,0,1,0,0,0,0,1,
340,340,Kingham Hill School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82480/table/33/kingham-hill-school,Chipping Norton,,11.7,37.6,65,251,49.4,244=,Private,"Kingham Hill School, Chipping Norton. 1510 likes · 128 talking about this. Vibrant family boarding & day school in the heart of the Cotswolds for...","Kingham, Chipping Norton OX7 6TH","Kingham, Chipping Norton, Oxfordshire, OX7 6TH",51.9315863,-1.615056792,Mixed (11 to 18). Mixed sixth form,"GBP 18,525–21,090","GBP 20,500",No rating,Co-educational,347 (11-18),www.kinghamhill.org.uk,"Day K &pound 6,175 - K &pound 7,030 (11-18) includes lunch","Boarding K &pound 8,745 - K &pound 11,850 (11-18)",0,0,1,1,7030,21090,1,1
341,341,Poole Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83821/table/34/poole-grammar-school,Poole,Selective (100%),12.3,37.5,67.7,131=,59.1,98=,State,"Poole Grammar School (commonly abbreviated to PGS) is a selective, all‐boys grammar school and academy in the coastal town of Poole in Dorset, on the south ...","Gravel Hill, Poole BH17 9JU","Gravel Hill, Poole, Dorset, BH17 9JU",50.7536181,-1.979665391,Boys (11 to 18),,,,,"1,237",www.poolegrammar.com,,,1,0,0,0,0,0,1,
342,342,Enniskillen Royal Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/84090/table/34/enniskillen-royal-grammar-school,Enniskillen,Selective (100%),9.3,37.3,73.2,81,47.1,151,State,1031 likes · 156 talking about this. Enniskillen Royal Grammar School Rugby. ... ERGS Rugby Table Quiz - Raising Funds for our Boys and Girls Rugby Tours.,Perstare et Praestare (Latin),"1 Lough Shore Road, Enniskillen, Co Fermanagh, BT74 5HD",54.35277305,-7.654830025,Mixed (11 to 18). Mixed sixth form,,,,,928,http://enniskillenroyalgs.com,,,0,0,1,1,0,0,1,
